case_id,case_type,difficulty,ai_correct
CASE008944,routine,-0.558,1
CASE008945,routine,-0.783,1
CASE008946,ambiguous,-0.462,0
CASE008947,ambiguous,0.418,1
CASE008948,ambiguous,0.516,1
CASE008949,ambiguous,0.246,1
CASE008950,routine,0.004,1
CASE008951,routine,0.019,1
CASE008952,routine,0.339,1
CASE008953,routine,-0.52,1
CASE008954,routine,-0.289,1
CASE008955,routine,-0.438,1
CASE008956,routine,-0.883,1
CASE008957,routine,-0.24,1
CASE008958,routine,-0.126,1
CASE008959,routine,-0.866,1
CASE008960,routine,-0.26,1
CASE008961,routine,-1.198,1
CASE008962,ambiguous,0.922,1
CASE008963,routine,0.076,1
CASE008964,routine,0.034,1
CASE008965,routine,-0.575,1
CASE008966,routine,-0.279,1
CASE008967,routine,-0.332,1
CASE008968,routine,-0.084,0
CASE008969,routine,0.024,1
CASE008970,routine,-0.3,1
CASE008971,atypical,1.619,0
CASE008972,routine,-0.056,0
CASE008973,routine,-0.527,1
CASE008974,ambiguous,0.525,0
CASE008975,routine,-0.617,1
CASE008976,routine,0.096,1
CASE008977,routine,-0.117,1
CASE008978,routine,0.079,1
CASE008979,routine,-0.389,1
CASE008980,routine,-1.066,1
CASE008981,routine,-0.008,1
CASE008982,routine,-0.512,1
CASE008983,routine,-0.711,1
CASE008984,ambiguous,1.606,1
CASE008985,routine,-0.323,1
CASE008986,routine,-0.637,1
CASE008987,atypical,1.5,1
CASE008988,routine,-0.562,1
CASE008989,ambiguous,0.503,1
CASE008990,routine,-0.621,0
CASE008991,routine,-0.486,1
CASE008992,routine,-1.165,1
CASE008993,routine,-0.064,1
CASE008994,routine,-0.859,1
CASE008995,routine,-0.693,1
CASE008996,routine,-0.701,1
CASE008997,routine,-0.239,1
CASE008998,routine,-0.439,0
CASE008999,routine,0.029,0
CASE009000,atypical,1.412,0
CASE009001,routine,0.321,1
CASE009002,routine,-0.336,1
CASE009003,routine,-0.933,1
CASE009004,routine,-0.652,1
CASE009005,routine,-0.847,1
CASE009006,routine,-0.011,1
CASE009007,routine,-0.239,1
CASE009008,routine,-0.004,1
CASE009009,atypical,1.379,0
CASE009010,routine,0.01,1
CASE009011,ambiguous,0.732,1
CASE009012,routine,-0.488,1
CASE009013,routine,-0.037,1
CASE009014,routine,-0.359,1
CASE009015,routine,-0.09,1
CASE009016,routine,-0.173,1
CASE009017,routine,-0.566,1
CASE009018,ambiguous,0.312,1
CASE009019,routine,-0.753,1
CASE009020,routine,-0.563,1
CASE009021,atypical,0.649,1
CASE009022,routine,-0.165,1
CASE009023,routine,-0.203,1
CASE009024,routine,-0.034,1
CASE009025,routine,-0.265,1
CASE009026,routine,-0.532,1
CASE009027,ambiguous,0.255,1
CASE009028,atypical,1.564,1
CASE009029,routine,-0.072,1
CASE009030,atypical,1.54,1
CASE009031,routine,0.439,1
CASE009032,routine,-0.521,1
CASE009033,routine,-0.332,0
CASE009034,atypical,1.389,0
CASE009035,ambiguous,0.215,1
CASE009036,routine,-0.805,1
CASE009037,routine,-0.518,1
CASE009038,ambiguous,0.939,1
CASE009039,routine,-0.449,1
CASE009040,ambiguous,0.57,1
CASE009041,routine,-0.683,1
CASE009042,routine,-0.521,1
CASE009043,routine,-0.155,1
CASE009044,routine,0.028,1
CASE009045,ambiguous,1.042,1
CASE009046,routine,-0.729,1
CASE009047,atypical,0.869,1
CASE009048,ambiguous,0.527,1
CASE009049,routine,-0.101,1
CASE009050,atypical,1.465,0
CASE009051,routine,-0.788,1
CASE009052,routine,-0.339,1
CASE009053,routine,-0.826,1
CASE009054,routine,-0.512,1
CASE009055,routine,-0.237,1
CASE009056,routine,-0.227,1
CASE009057,routine,-0.268,1
CASE009058,routine,-0.931,1
CASE009059,atypical,0.904,0
CASE009060,routine,-0.342,1
CASE009061,routine,-0.602,1
CASE009062,ambiguous,0.183,0
CASE009063,ambiguous,-0.403,1
CASE009064,routine,-0.184,1
CASE009065,ambiguous,0.428,1
CASE009066,ambiguous,0.795,1
CASE009067,routine,-0.075,1
CASE009068,ambiguous,0.46,1
CASE009069,routine,-0.418,1
CASE009070,routine,-0.681,1
CASE009071,atypical,1.381,1
CASE009072,routine,-0.928,1
CASE009073,routine,-0.641,1
CASE009074,routine,-0.351,0
CASE009075,routine,-0.303,1
CASE009076,ambiguous,0.519,1
CASE009077,ambiguous,0.567,1
CASE009078,routine,-0.876,1
CASE009079,ambiguous,0.486,1
CASE009080,routine,0.015,1
CASE009081,routine,-0.43,1
CASE009082,atypical,1.328,1
CASE009083,routine,-0.371,1
CASE009084,ambiguous,1.309,1
CASE009085,routine,-0.15,1
CASE009086,routine,-0.531,1
CASE009087,routine,-0.348,1
CASE009088,routine,0.353,1
CASE009089,ambiguous,0.509,0
CASE009090,routine,-0.507,1
CASE009091,routine,-0.026,1
CASE009092,ambiguous,0.233,1
CASE009093,routine,-0.625,1
CASE009094,ambiguous,0.976,0
CASE009095,routine,-0.703,1
CASE009096,routine,-0.762,1
CASE009097,routine,-0.466,1
CASE009098,atypical,1.373,1
CASE009099,routine,-0.619,1
CASE009100,atypical,1.422,0
CASE009101,routine,-0.198,1
CASE009102,routine,-0.179,1
CASE009103,atypical,1.323,1
CASE009104,ambiguous,0.798,0
CASE009105,routine,-0.42,1
CASE009106,atypical,1.013,0
CASE009107,routine,-0.504,1
CASE009108,routine,-0.558,1
CASE009109,routine,-0.735,1
CASE009110,routine,0.241,1
CASE009111,routine,-1.487,1
CASE009112,routine,-0.783,1
CASE009113,atypical,0.971,1
CASE009114,routine,-0.729,1
CASE009115,routine,-0.22,1
CASE009116,routine,-0.062,1
CASE009117,routine,-0.41,1
CASE009118,routine,-0.144,1
CASE009119,routine,-0.523,1
CASE009120,ambiguous,0.36,1
CASE009121,ambiguous,0.04,1
CASE009122,routine,0.276,1
CASE009123,routine,-0.382,1
CASE009124,routine,0.134,1
CASE009125,ambiguous,0.068,1
CASE009126,routine,-0.343,1
CASE009127,routine,-0.852,1
CASE009128,routine,-0.228,1
CASE009129,routine,0.016,1
CASE009130,routine,-0.766,1
CASE009131,routine,-0.452,1
CASE009132,atypical,1.118,1
CASE009133,routine,-1.159,0
CASE009134,routine,0.099,1
CASE009135,routine,-0.057,1
CASE009136,ambiguous,0.356,1
CASE009137,ambiguous,0.637,1
CASE009138,routine,-0.752,1
CASE009139,routine,-0.733,1
CASE009140,routine,-0.17,1
CASE009141,atypical,1.172,1
CASE009142,atypical,1.717,1
CASE009143,routine,-0.394,1
CASE009144,routine,-0.189,1
CASE009145,routine,-0.399,1
CASE009146,ambiguous,0.949,1
CASE009147,routine,-0.05,1
CASE009148,routine,-0.254,1
CASE009149,routine,0.136,1
CASE009150,ambiguous,0.712,1
CASE009151,ambiguous,0.977,1
CASE009152,routine,0.077,1
CASE009153,ambiguous,0.407,1
CASE009154,atypical,1.649,1
CASE009155,routine,-0.855,0
CASE009156,routine,-0.396,1
CASE009157,routine,-0.161,1
CASE009158,routine,-1.026,1
CASE009159,routine,-0.01,1
CASE009160,atypical,1.26,0
CASE009161,ambiguous,0.329,1
CASE009162,ambiguous,0.223,0
CASE009163,routine,-0.539,1
CASE009164,routine,-0.441,1
CASE009165,routine,-0.347,1
CASE009166,routine,-0.531,1
CASE009167,routine,0.073,1
CASE009168,atypical,0.879,1
CASE009169,routine,-0.123,1
CASE009170,routine,-0.38,1
CASE009171,ambiguous,0.901,1
CASE009172,ambiguous,0.433,0
CASE009173,atypical,1.367,0
CASE009174,routine,-0.093,1
CASE009175,routine,-0.636,1
CASE009176,routine,-0.933,1
CASE009177,routine,-0.513,1
CASE009178,routine,-0.05,1
CASE009179,routine,-0.775,1
CASE009180,routine,-1.045,0
CASE009181,routine,-0.604,1
CASE009182,routine,-0.613,1
CASE009183,routine,-0.383,1
CASE009184,routine,-0.486,1
CASE009185,ambiguous,1.114,1
CASE009186,ambiguous,0.41,0
CASE009187,atypical,1.154,0
CASE009188,routine,-0.497,1
CASE009189,routine,-0.617,1
CASE009190,routine,0.09,1
CASE009191,routine,-0.093,1
CASE009192,atypical,1.513,0
CASE009193,routine,-0.757,1
CASE009194,routine,-0.549,1
CASE009195,routine,-0.606,1
CASE009196,ambiguous,0.578,1
CASE009197,routine,0.207,1
CASE009198,routine,-0.619,1
CASE009199,ambiguous,0.676,1
CASE009200,routine,-0.528,0
CASE009201,ambiguous,0.115,1
CASE009202,routine,-0.514,1
CASE009203,ambiguous,0.096,0
CASE009204,atypical,1.48,0
CASE009205,routine,-0.301,1
CASE009206,routine,-0.752,1
CASE009207,routine,-0.165,1
CASE009208,ambiguous,0.713,1
CASE009209,routine,-0.271,1
CASE009210,ambiguous,0.919,1
CASE009211,routine,-0.33,1
CASE009212,routine,-0.757,1
CASE009213,routine,-0.453,1
CASE009214,routine,-0.147,1
CASE009215,ambiguous,0.698,1
CASE009216,routine,-0.49,1
CASE009217,routine,-0.015,1
CASE009218,routine,-0.281,1
CASE009219,atypical,0.935,1
CASE009220,routine,0.085,1
CASE009221,routine,0.049,1
CASE009222,ambiguous,0.891,1
CASE009223,routine,0.078,1
CASE009224,ambiguous,0.816,1
CASE009225,routine,-1.131,1
CASE009226,atypical,1.138,1
CASE009227,routine,-0.32,1
CASE009228,routine,-0.634,1
CASE009229,routine,-0.441,1
CASE009230,routine,0.241,1
CASE009231,atypical,1.345,0
CASE009232,routine,-0.741,1
CASE009233,routine,-0.043,1
CASE009234,routine,-0.611,1
CASE009235,routine,-0.569,1
CASE009236,ambiguous,0.162,1
CASE009237,routine,-0.298,1
CASE009238,ambiguous,0.026,1
CASE009239,routine,-0.754,1
CASE009240,routine,-0.493,1
CASE009241,routine,-0.418,1
CASE009242,atypical,1.052,0
CASE009243,routine,-0.05,1
CASE009244,routine,-0.719,1
CASE009245,routine,-0.301,1
CASE009246,routine,-0.393,1
CASE009247,routine,-0.496,1
CASE009248,routine,-0.641,1
CASE009249,routine,0.197,1
CASE009250,routine,-0.33,1
CASE009251,atypical,1.311,1
CASE009252,routine,-1.217,1
CASE009253,routine,-0.372,1
CASE009254,routine,-0.416,1
CASE009255,routine,-0.501,1
CASE009256,routine,-0.456,1
CASE009257,routine,-0.68,1
CASE009258,routine,-0.48,1
CASE009259,routine,-0.089,1
CASE009260,routine,-0.674,1
CASE009261,routine,-0.393,1
CASE009262,atypical,1.338,0
CASE009263,atypical,1.661,1
CASE009264,routine,0.37,1
CASE009265,routine,0.45,1
CASE009266,routine,-0.786,1
CASE009267,routine,-0.249,0
CASE009268,ambiguous,0.854,1
CASE009269,routine,-0.107,1
CASE009270,routine,-0.185,0
CASE009271,ambiguous,0.42,1
CASE009272,routine,-0.057,1
CASE009273,routine,-0.22,1
CASE009274,routine,-0.877,1
CASE009275,atypical,1.461,0
CASE009276,routine,-0.181,1
CASE009277,routine,-0.115,1
CASE009278,routine,-0.566,1
CASE009279,routine,-0.905,1
CASE009280,routine,-0.59,1
CASE009281,ambiguous,0.275,1
CASE009282,routine,-0.607,1
CASE009283,routine,-0.238,1
CASE009284,routine,-0.176,1
CASE009285,routine,-0.117,1
CASE009286,routine,-1.033,1
CASE009287,routine,-0.372,1
CASE009288,routine,-0.357,1
CASE009289,routine,-0.156,1
CASE009290,routine,-0.6,1
CASE009291,routine,0.475,1
CASE009292,routine,-0.671,1
CASE009293,ambiguous,0.437,1
CASE009294,routine,-1.011,1
CASE009295,routine,-0.081,1
CASE009296,routine,-0.34,1
CASE009297,ambiguous,0.59,0
CASE009298,routine,-0.375,1
CASE009299,routine,-0.432,1
CASE009300,ambiguous,0.841,1
CASE009301,routine,-0.181,1
CASE009302,ambiguous,0.515,1
CASE009303,routine,-0.204,1
CASE009304,ambiguous,0.561,1
CASE009305,atypical,1.17,1
CASE009306,routine,-0.083,1
CASE009307,ambiguous,0.775,1
CASE009308,routine,-0.184,1
CASE009309,ambiguous,0.83,1
CASE009310,ambiguous,1.257,1
CASE009311,routine,-0.869,1
CASE009312,routine,-0.248,1
CASE009313,routine,-0.182,1
CASE009314,routine,-0.165,1
CASE009315,routine,0.674,1
CASE009316,routine,-0.909,1
CASE009317,ambiguous,-0.195,1
CASE009318,routine,-0.534,1
CASE009319,routine,-0.708,1
CASE009320,routine,-0.351,0
CASE009321,routine,-0.091,1
CASE009322,routine,-0.733,1
CASE009323,routine,0.038,1
CASE009324,ambiguous,1.441,0
CASE009325,routine,-0.173,1
CASE009326,ambiguous,0.311,1
CASE009327,routine,-0.618,1
CASE009328,routine,-0.36,1
CASE009329,ambiguous,0.877,1
CASE009330,ambiguous,0.841,0
CASE009331,routine,-0.443,1
CASE009332,routine,-0.255,1
CASE009333,ambiguous,0.345,1
CASE009334,routine,-0.105,1
CASE009335,routine,-0.552,1
CASE009336,atypical,1.189,1
CASE009337,routine,-0.532,1
CASE009338,routine,-0.659,1
CASE009339,routine,-1.706,1
CASE009340,routine,-0.386,1
CASE009341,ambiguous,0.616,1
CASE009342,routine,-0.807,1
CASE009343,routine,-0.298,1
CASE009344,routine,-0.053,1
CASE009345,routine,-0.042,1
CASE009346,routine,-0.26,1
CASE009347,ambiguous,0.627,1
CASE009348,routine,-0.968,1
CASE009349,ambiguous,0.359,1
CASE009350,routine,-0.883,0
CASE009351,routine,0.085,1
CASE009352,routine,-0.515,1
CASE009353,routine,-0.51,1
CASE009354,routine,-0.094,1
CASE009355,routine,-0.19,1
CASE009356,routine,-0.194,1
CASE009357,routine,-0.5,1
CASE009358,routine,-0.607,1
CASE009359,atypical,1.103,0
CASE009360,atypical,1.2,1
CASE009361,routine,-0.747,1
CASE009362,ambiguous,0.067,0
CASE009363,routine,-0.245,1
CASE009364,ambiguous,0.607,1
CASE009365,routine,0.214,1
CASE009366,atypical,1.5,0
CASE009367,routine,-0.223,1
CASE009368,routine,-0.864,1
CASE009369,routine,-0.231,1
CASE009370,routine,-0.353,1
CASE009371,routine,-1.0,1
CASE009372,routine,-0.215,1
CASE009373,routine,-1.149,1
CASE009374,ambiguous,0.376,1
CASE009375,routine,-0.027,1
CASE009376,routine,-0.911,1
CASE009377,atypical,0.934,1
CASE009378,ambiguous,1.111,1
CASE009379,routine,0.273,1
CASE009380,ambiguous,0.504,1
CASE009381,routine,-0.169,1
CASE009382,routine,-0.297,1
CASE009383,routine,-0.303,1
CASE009384,ambiguous,0.52,1
CASE009385,routine,-0.428,0
CASE009386,ambiguous,1.118,1
CASE009387,routine,-0.124,1
CASE009388,routine,-0.827,1
CASE009389,routine,-0.189,1
CASE009390,routine,-0.528,1
CASE009391,routine,-0.752,1
CASE009392,routine,-0.388,0
CASE009393,routine,-0.791,1
CASE009394,routine,-0.21,1
CASE009395,ambiguous,0.494,1
CASE009396,routine,0.015,1
CASE009397,routine,-0.184,1
CASE009398,routine,-0.171,1
CASE009399,routine,-0.527,1
CASE009400,routine,-0.688,1
CASE009401,routine,-0.259,1
CASE009402,routine,-0.481,1
CASE009403,routine,-0.097,1
CASE009404,routine,-0.616,1
CASE009405,atypical,0.972,0
CASE009406,routine,-0.637,1
CASE009407,routine,0.531,0
CASE009408,routine,0.232,1
CASE009409,atypical,1.493,1
CASE009410,atypical,0.871,0
CASE009411,routine,-1.093,1
CASE009412,routine,0.168,1
CASE009413,ambiguous,0.942,1
CASE009414,ambiguous,0.494,1
CASE009415,routine,-0.659,1
CASE009416,routine,-0.081,1
CASE009417,routine,-0.064,1
CASE009418,routine,-0.743,1
CASE009419,routine,0.052,1
CASE009420,ambiguous,0.924,1
CASE009421,routine,-0.293,1
CASE009422,routine,-0.298,1
CASE009423,ambiguous,0.05,1
CASE009424,routine,0.268,1
CASE009425,routine,0.157,1
CASE009426,ambiguous,0.186,1
CASE009427,routine,-0.328,1
CASE009428,routine,-0.297,1
CASE009429,routine,-0.038,1
CASE009430,ambiguous,0.198,1
CASE009431,routine,-0.207,0
CASE009432,ambiguous,0.259,0
CASE009433,routine,-0.662,1
CASE009434,routine,0.195,1
CASE009435,routine,-0.653,1
CASE009436,ambiguous,0.306,0
CASE009437,routine,-0.373,1
CASE009438,routine,-0.757,1
CASE009439,routine,0.071,1
CASE009440,routine,-0.738,0
CASE009441,atypical,1.203,0
CASE009442,routine,-0.458,1
CASE009443,routine,0.037,1
CASE009444,ambiguous,0.714,1
CASE009445,routine,-0.717,1
CASE009446,ambiguous,0.97,1
CASE009447,routine,-0.166,1
CASE009448,ambiguous,1.488,1
CASE009449,ambiguous,0.246,1
CASE009450,ambiguous,-0.309,1
CASE009451,atypical,1.746,1
CASE009452,ambiguous,0.688,1
CASE009453,routine,-0.845,1
CASE009454,routine,0.007,1
CASE009455,routine,-0.255,1
CASE009456,routine,0.049,1
CASE009457,routine,0.446,1
CASE009458,routine,-0.238,1
CASE009459,ambiguous,0.971,1
CASE009460,routine,-0.037,1
CASE009461,routine,-0.228,1
CASE009462,routine,-0.038,1
CASE009463,routine,-0.908,1
CASE009464,atypical,1.307,1
CASE009465,routine,0.16,1
CASE009466,routine,-0.122,1
CASE009467,ambiguous,0.601,0
CASE009468,routine,-0.166,1
CASE009469,routine,-0.607,1
CASE009470,routine,-0.797,1
CASE009471,routine,-0.47,1
CASE009472,routine,-0.485,1
CASE009473,ambiguous,0.897,1
CASE009474,routine,-0.751,1
CASE009475,ambiguous,0.822,1
CASE009476,ambiguous,-0.133,1
CASE009477,ambiguous,1.131,1
CASE009478,routine,-0.515,1
CASE009479,routine,-0.466,1
CASE009480,routine,-0.587,1
CASE009481,routine,-0.094,1
CASE009482,routine,0.036,1
CASE009483,routine,-0.351,1
CASE009484,routine,-0.341,1
CASE009485,routine,-0.089,1
CASE009486,routine,-0.616,1
CASE009487,ambiguous,0.625,1
CASE009488,atypical,1.127,0
CASE009489,atypical,1.305,0
CASE009490,routine,-0.217,1
CASE009491,atypical,1.409,1
CASE009492,routine,-0.627,1
CASE009493,routine,-0.492,1
CASE009494,ambiguous,1.015,0
CASE009495,routine,-0.386,1
CASE009496,routine,-0.02,1
CASE009497,ambiguous,0.49,1
CASE009498,routine,-0.017,1
CASE009499,routine,-0.212,0
CASE009500,ambiguous,0.364,1
CASE009501,routine,-0.436,1
CASE009502,routine,-1.285,1
CASE009503,routine,-0.77,1
CASE009504,routine,0.462,1
CASE009505,ambiguous,0.406,1
CASE009506,routine,-0.713,1
CASE009507,routine,-0.376,1
CASE009508,ambiguous,0.454,1
CASE009509,routine,-0.46,1
CASE009510,routine,-0.309,1
CASE009511,routine,-1.416,1
CASE009512,routine,-0.583,1
CASE009513,routine,-0.424,1
CASE009514,routine,-0.639,1
CASE009515,atypical,1.581,1
CASE009516,routine,-0.142,1
CASE009517,routine,-0.819,1
CASE009518,routine,0.3,1
CASE009519,ambiguous,0.754,1
CASE009520,ambiguous,0.148,1
CASE009521,routine,-1.054,1
CASE009522,routine,-0.494,1
CASE009523,atypical,0.803,1
CASE009524,routine,-0.284,1
CASE009525,atypical,1.158,1
CASE009526,routine,-0.066,1
CASE009527,routine,-0.376,1
CASE009528,routine,-0.874,1
CASE009529,ambiguous,0.644,1
CASE009530,routine,-0.364,1
CASE009531,routine,-0.428,1
CASE009532,routine,-0.191,1
CASE009533,routine,-0.003,1
CASE009534,ambiguous,0.763,0
CASE009535,routine,-0.186,1
CASE009536,routine,-0.472,1
CASE009537,routine,-0.63,1
CASE009538,atypical,1.401,1
CASE009539,routine,-0.276,1
CASE009540,atypical,0.86,0
CASE009541,routine,-0.154,1
CASE009542,routine,-0.323,1
CASE009543,routine,-0.626,1
CASE009544,atypical,1.463,0
CASE009545,atypical,1.111,0
CASE009546,ambiguous,1.297,1
CASE009547,routine,0.193,1
CASE009548,routine,-0.235,1
CASE009549,atypical,1.296,0
CASE009550,routine,-0.103,1
CASE009551,routine,-0.66,1
CASE009552,routine,-1.061,1
CASE009553,routine,-0.871,1
CASE009554,ambiguous,0.598,1
CASE009555,routine,-0.193,1
CASE009556,routine,-0.853,1
CASE009557,routine,-0.09,1
CASE009558,ambiguous,0.718,1
CASE009559,routine,-0.732,1
CASE009560,routine,-0.843,1
CASE009561,routine,-0.126,1
CASE009562,routine,-0.061,1
CASE009563,atypical,1.474,0
CASE009564,atypical,1.129,1
CASE009565,atypical,1.784,1
CASE009566,ambiguous,0.865,1
CASE009567,ambiguous,0.561,1
CASE009568,routine,-0.547,1
CASE009569,ambiguous,0.706,1
CASE009570,routine,-0.109,1
CASE009571,ambiguous,-0.42,1
CASE009572,routine,-0.462,1
CASE009573,routine,-0.287,1
CASE009574,routine,-0.606,1
CASE009575,routine,-0.391,1
CASE009576,routine,-0.656,1
CASE009577,routine,-0.574,1
CASE009578,routine,-0.109,1
CASE009579,ambiguous,0.606,1
CASE009580,routine,-0.855,1
CASE009581,routine,-0.389,1
CASE009582,routine,-0.082,1
CASE009583,ambiguous,0.67,0
CASE009584,routine,-0.698,0
CASE009585,routine,-0.662,1
CASE009586,ambiguous,1.158,1
CASE009587,routine,-0.489,1
CASE009588,atypical,1.529,0
CASE009589,routine,-0.132,1
CASE009590,routine,-1.206,1
CASE009591,routine,-0.952,1
CASE009592,routine,0.231,1
CASE009593,routine,-0.576,1
CASE009594,routine,0.041,0
CASE009595,routine,-0.137,1
CASE009596,routine,-0.516,1
CASE009597,routine,-0.252,1
CASE009598,routine,-1.073,1
CASE009599,routine,0.178,1
CASE009600,atypical,1.092,1
CASE009601,routine,0.298,1
CASE009602,ambiguous,0.501,1
CASE009603,atypical,1.835,1
CASE009604,ambiguous,0.294,1
CASE009605,atypical,1.617,1
CASE009606,atypical,1.266,0
CASE009607,routine,-0.262,1
CASE009608,ambiguous,0.258,0
CASE009609,atypical,1.191,1
CASE009610,routine,-0.505,1
CASE009611,routine,-0.214,1
CASE009612,atypical,1.497,0
CASE009613,routine,0.236,1
CASE009614,routine,-0.268,1
CASE009615,routine,-0.301,1
CASE009616,ambiguous,0.505,1
CASE009617,ambiguous,0.935,1
CASE009618,routine,-0.718,1
CASE009619,ambiguous,-0.149,1
CASE009620,routine,-1.011,1
CASE009621,routine,-0.986,1
CASE009622,routine,0.029,1
CASE009623,ambiguous,0.034,1
CASE009624,routine,-0.398,1
CASE009625,ambiguous,0.17,1
CASE009626,routine,-0.354,1
CASE009627,routine,-0.591,1
CASE009628,routine,-0.225,1
CASE009629,ambiguous,1.091,1
CASE009630,routine,0.165,1
CASE009631,routine,-0.242,1
CASE009632,routine,-0.179,1
CASE009633,atypical,0.91,1
CASE009634,routine,-1.225,1
CASE009635,routine,0.476,1
CASE009636,routine,-0.556,1
CASE009637,routine,-0.46,1
CASE009638,routine,0.179,1
CASE009639,routine,-0.154,1
CASE009640,routine,-0.37,1
CASE009641,ambiguous,0.424,0
CASE009642,routine,-0.63,0
CASE009643,routine,-0.433,1
CASE009644,routine,-1.154,1
CASE009645,ambiguous,1.068,1
CASE009646,routine,-0.838,1
CASE009647,routine,-0.261,1
CASE009648,ambiguous,1.093,0
CASE009649,routine,-0.193,1
CASE009650,ambiguous,0.349,1
CASE009651,ambiguous,0.376,1
CASE009652,routine,-0.319,1
CASE009653,routine,-0.335,1
CASE009654,routine,-0.559,1
CASE009655,routine,-0.689,1
CASE009656,ambiguous,0.671,0
CASE009657,routine,-0.141,1
CASE009658,routine,-0.696,1
CASE009659,routine,0.08,1
CASE009660,ambiguous,0.12,0
CASE009661,routine,-0.366,1
CASE009662,ambiguous,0.487,0
CASE009663,ambiguous,0.38,1
CASE009664,ambiguous,-0.021,0
CASE009665,routine,-0.159,1
CASE009666,routine,-0.548,1
CASE009667,ambiguous,0.928,1
CASE009668,routine,-0.667,1
CASE009669,ambiguous,0.761,1
CASE009670,routine,-0.449,1
CASE009671,routine,-0.381,1
CASE009672,routine,-0.67,1
CASE009673,ambiguous,0.75,1
CASE009674,routine,0.432,1
CASE009675,routine,-0.311,1
CASE009676,routine,-0.684,1
CASE009677,routine,-0.374,1
CASE009678,routine,-0.821,1
CASE009679,ambiguous,-0.188,1
CASE009680,routine,-0.15,1
CASE009681,atypical,1.742,1
CASE009682,routine,-0.561,1
CASE009683,ambiguous,0.842,1
CASE009684,ambiguous,0.375,1
CASE009685,routine,-1.21,1
CASE009686,routine,-0.16,1
CASE009687,routine,-0.373,1
CASE009688,ambiguous,0.057,1
CASE009689,routine,-0.553,1
CASE009690,routine,-0.302,1
CASE009691,routine,-0.638,1
CASE009692,routine,-0.313,1
CASE009693,routine,-0.17,1
CASE009694,routine,-1.263,1
CASE009695,ambiguous,0.427,1
